Price,Competitor Price,Discount,Elasticity Index,Storage Cost,Return Rate (%),Customer Reviews,Demand
732.74,728.3,0.1,0.6,5.97,2.89,3.57,1693
1390.84,1541.28,0.06,0.55,32.27,7.12,4.88,1503
514.96,475.47,0.13,0.86,11.8,13.55,3.06,1811
1205.31,1262.33,0.04,1.19,36.68,17.16,3.7,551
595.71,634.12,0.14,1.27,16.49,8.13,2.97,1323
1889.87,1810.73,0.24,1.73,15.57,15.36,4.98,50
439.91,446.55,0.16,1.26,39.51,2.41,3.39,1718
500.54,574.95,0.34,1.13,18.22,3.42,3.04,1840
672.52,689.4,0.13,1.02,33.8,15.45,2.81,1544
1961.49,2091.7,0.09,0.67,19.91,16.24,3.08,828
1040.21,1118.47,0.06,0.84,22.9,24.85,3.94,1215
1095.37,1233.37,0.17,0.71,14.83,12.92,4.58,1683
1479.88,1496.58,0.07,1.36,15.99,3.45,3.08,50
562.2,541.07,0.21,1.16,25.46,4.43,2.97,1361
1413.69,1535.13,0.18,1.06,9.55,9.05,3.93,858
1851.16,1873.64,0.32,1.38,30.25,14.33,3.92,50
855.37,847.96,0.32,1.63,8.65,24.86,4.25,1107
1822.23,1921.77,0.22,1.51,29.56,10.96,4.92,50
180.57,183.55,0.15,0.69,30.04,21.27,2.83,1527
1393.97,1406.86,0.11,1.75,20.73,4.08,3.92,50
1417.13,1442.66,0.15,1.57,18.42,17.59,3.78,50
193.29,202.03,0.04,1.75,18.34,9.67,3.52,1629
209.74,204.55,0.07,0.77,36.7,8.75,3.89,1922
563.25,597.01,0.19,1.17,20.72,23.28,3.1,1309
1527.67,1591.88,0.07,1.71,22.43,19.16,4.95,50
1428.86,1513.68,0.15,1.46,8.19,8.79,3.66,192
1599.7,1695.03,0.13,1.75,37.75,2.7,4.76,50
690.12,654.03,0.23,1.14,32.93,7.72,3.03,1469
765.66,712.77,0.01,1.58,22.98,6.05,4.79,1094
123.47,124.13,0.35,1.32,16.99,7.95,4.72,2500
333.99,354.48,0.25,1.52,12.44,4.91,3.2,1733
1950.84,2091.71,0.09,0.52,27.96,4.29,2.99,1167
1953.51,1946.82,0.1,0.7,23.14,23.59,4.39,658
1027.97,1039.14,0.23,1.06,39.15,10.49,3.75,1039
171.51,160.65,0.26,1.66,36.17,23.36,4.16,2083
378.34,374.39,0.03,1.32,17.69,19.26,3.79,1489
1017.98,1014.73,0.21,1.23,7.48,4.07,3.93,1255
100.43,99.44,0.03,1.05,24.42,2.15,3.71,2038
693.5,680.87,0.08,1.71,22.17,24.05,2.9,635
708.23,772.64,0.24,0.79,21.44,10.69,4.72,1820
773.13,822.02,0.16,1.36,19.26,16.46,3.65,980
1990.6,2002.17,0.29,0.91,9.63,16.26,3.1,238
472.81,461.4,0.24,1.27,21.61,15.56,3.76,1620
1589.99,1645.98,0.06,1.21,6.49,17.79,4.88,285
1213.86,1181.62,0.31,1.61,11.86,22.83,3.24,83
1849.59,1890.19,0.23,0.59,24.52,21.39,3.39,1298
1958.32,1967.78,0.02,1.27,33.11,7.9,4.57,50
154.71,162.08,0.0,1.21,12.15,8.79,4.24,2060
160.44,165.89,0.13,1.48,7.01,7.93,4.74,2274
227.18,246.5,0.26,0.95,21.15,18.98,3.78,2211
1545.27,1499.74,0.07,1.02,31.9,14.14,4.09,532
1065.9,1014.88,0.28,0.81,21.37,24.29,4.16,1268
1126.79,1206.82,0.04,1.55,12.17,2.99,3.22,372
1725.68,1680.45,0.02,1.46,29.61,13.86,4.27,50
454.96,445.84,0.12,1.37,18.82,16.63,4.85,1661
115.67,110.37,0.11,0.56,8.31,24.61,3.28,1865
1427.91,1376.46,0.11,1.26,7.4,24.07,2.87,166
143.63,152.64,0.32,1.66,8.02,6.05,4.36,2498
1955.52,1891.21,0.16,1.05,15.73,20.63,4.7,141
352.71,378.62,0.04,1.61,39.38,20.54,3.44,1405
1526.69,1542.15,0.08,1.18,32.3,9.84,2.9,50
1903.73,2079.59,0.26,1.39,15.51,10.76,3.35,50
436.55,425.27,0.3,0.6,20.25,23.95,3.33,1938
1906.11,2185.6,0.05,1.75,36.84,10.94,4.18,50
1556.65,1670.52,0.22,0.75,37.64,7.7,3.12,1123
300.27,331.13,0.04,0.72,8.46,6.04,4.62,2241
1011.64,962.3,0.0,0.75,11.65,19.25,3.21,1065
696.31,685.12,0.31,1.3,28.03,23.74,4.33,1374
1595.82,1582.09,0.15,1.27,15.77,9.45,4.71,236
1711.97,1734.06,0.12,0.87,26.29,15.64,4.8,850
1411.08,1361.73,0.05,1.48,23.13,8.75,4.4,50
1831.88,2021.05,0.0,1.14,36.45,20.76,3.82,50
1768.77,1985.66,0.11,0.97,7.07,16.79,3.26,489
782.03,845.22,0.1,1.57,37.35,4.4,4.79,1171
620.91,688.88,0.02,0.79,13.97,22.78,4.43,1925
1831.32,1878.16,0.27,1.39,21.72,7.94,3.45,50
174.65,183.2,0.13,0.82,39.62,8.69,4.75,2165
1640.74,1724.27,0.16,1.21,33.48,14.23,3.56,239
1740.22,1653.79,0.11,1.6,31.85,7.47,4.09,50
1566.03,1703.8,0.31,0.62,22.56,15.83,4.72,1397
489.18,517.99,0.26,0.96,6.04,21.26,3.85,2021
1209.65,1166.57,0.25,1.47,13.83,9.09,4.31,739
1700.67,1910.14,0.02,0.98,31.6,16.53,3.03,289
312.11,285.58,0.33,1.44,26.81,15.39,3.57,1945
428.24,427.0,0.27,0.67,37.3,22.55,4.49,2032
263.93,274.14,0.32,1.6,35.65,13.53,2.89,1874
1795.54,1819.84,0.24,1.41,6.41,8.99,4.78,50
1555.66,1596.0,0.21,1.47,39.79,11.03,3.7,50
862.9,825.43,0.23,0.9,39.5,20.76,3.99,1247
533.57,528.17,0.24,0.79,23.61,22.48,3.67,1938
1916.44,1921.0,0.09,0.86,27.24,22.11,4.73,421
507.76,530.67,0.13,1.07,15.83,10.12,4.38,1692
402.05,414.45,0.03,1.36,13.52,12.47,2.89,1090
1317.5,1259.02,0.01,1.41,12.72,8.61,2.85,50
1674.12,1722.44,0.29,1.16,5.01,9.91,3.14,391
1118.27,1099.99,0.32,1.34,34.71,24.8,3.03,593
516.59,512.32,0.34,0.76,25.05,18.4,4.45,1890
959.52,926.8,0.11,1.08,36.21,14.31,3.92,924
1246.32,1285.26,0.16,0.9,5.68,24.41,4.94,1003
887.08,861.41,0.08,0.69,33.1,19.08,3.45,1413
1070.47,975.33,0.17,1.24,14.07,22.35,4.73,878
1194.51,1226.43,0.31,0.81,5.19,20.23,3.52,1461
259.92,271.76,0.23,1.03,39.53,4.64,3.78,1869
1191.75,1231.2,0.0,0.72,10.72,16.83,4.75,1289
1082.95,1035.7,0.08,1.65,24.09,24.75,3.53,50
1002.05,950.76,0.27,1.37,35.48,22.17,4.1,983
1871.0,1789.2,0.2,1.79,32.77,22.78,4.16,50
1027.7,997.26,0.15,0.78,17.52,12.07,4.13,1450
1439.13,1448.42,0.1,0.61,36.44,20.04,3.11,1078
1778.82,1822.28,0.22,1.16,7.01,19.53,3.62,50
224.72,240.02,0.02,1.57,32.06,12.28,4.25,1621
1879.73,2014.42,0.1,0.69,37.69,20.16,4.82,1050
548.65,517.18,0.03,1.66,25.74,12.85,3.51,1208
1712.73,1740.55,0.0,1.45,32.74,19.54,4.12,50
1241.07,1184.71,0.26,1.28,34.19,12.11,3.27,451
335.6,346.34,0.25,1.08,22.11,20.83,4.74,2130
1422.5,1365.12,0.09,0.84,37.46,2.75,3.44,967
931.91,879.18,0.26,0.64,16.66,6.44,4.89,1958
1736.49,1638.35,0.29,0.53,38.26,10.04,2.83,1111
1955.56,2054.0,0.2,1.62,27.75,11.03,4.54,50
1115.42,1053.97,0.04,0.97,39.02,12.9,4.94,679
1167.67,1141.19,0.15,1.27,27.18,13.57,4.17,535
231.99,234.34,0.15,1.56,27.09,4.6,4.49,2025
1401.1,1447.48,0.12,1.25,38.84,14.56,4.52,353
1140.89,1241.63,0.18,1.2,16.46,20.19,3.64,1150
652.66,658.31,0.23,0.9,39.03,15.14,3.21,1437
228.1,221.18,0.01,1.29,25.11,6.67,4.74,2137
1065.03,1095.55,0.14,1.4,38.23,9.83,3.87,834
1743.86,1684.48,0.31,1.39,36.86,18.9,4.35,50
1596.09,1679.34,0.1,1.73,22.3,9.67,4.49,50
370.27,394.99,0.29,1.46,21.93,13.93,3.51,1706
722.38,781.47,0.12,1.57,18.62,21.92,3.73,980
344.6,329.63,0.25,1.13,21.33,13.27,3.55,1819
197.33,201.84,0.17,1.04,35.78,13.12,4.73,2195
910.96,933.27,0.01,0.65,12.95,10.68,3.46,1377
1705.27,1776.12,0.17,0.69,37.46,24.31,3.6,874
1983.46,2062.27,0.15,1.37,26.0,11.46,4.84,50
1588.86,1618.24,0.3,0.94,33.93,13.66,4.97,991
867.03,890.05,0.28,0.63,22.98,8.78,4.49,2162
1029.52,1039.06,0.3,1.68,5.62,6.09,3.92,752
662.02,638.24,0.16,1.45,29.21,12.78,4.34,1252
1696.75,1764.98,0.1,0.75,16.69,18.25,4.04,752
898.49,865.02,0.03,1.08,35.41,7.61,3.95,1137
1787.62,1847.56,0.24,1.61,28.53,11.49,3.25,50
1485.99,1505.36,0.21,0.68,27.03,20.46,3.71,1160
155.46,152.14,0.15,0.93,18.67,13.56,4.48,2500
578.44,598.98,0.31,0.73,8.26,24.76,3.81,1977
1413.89,1535.23,0.03,1.03,30.55,19.55,2.9,444
1556.54,1645.28,0.27,0.79,7.98,11.53,3.56,1264
680.65,657.95,0.02,0.89,24.59,13.73,3.26,1252
545.11,586.91,0.02,1.54,17.76,15.38,4.5,1343
1780.41,1765.84,0.17,1.31,33.51,12.94,3.65,50
1209.61,1274.43,0.34,1.44,13.3,11.56,4.33,745
274.93,282.12,0.23,0.95,31.59,24.94,3.22,1972
552.05,581.24,0.02,0.66,23.25,19.2,4.47,1759
1562.07,1660.66,0.34,0.6,37.13,11.96,3.56,1212
1239.48,1290.14,0.18,1.65,14.84,5.15,3.55,178
1789.37,1902.7,0.04,1.55,35.83,7.62,3.1,50
1166.25,1185.54,0.2,1.04,26.84,9.6,3.35,1069
1296.06,1374.01,0.3,1.3,39.31,23.15,4.15,546
1452.79,1450.68,0.34,1.15,30.26,4.21,3.9,709
1743.3,1706.08,0.15,1.7,20.04,15.4,2.86,50
112.75,117.14,0.12,1.73,28.52,23.34,3.25,1605
608.02,633.32,0.03,0.93,37.05,2.5,4.06,1565
136.65,131.66,0.02,0.8,28.88,24.4,3.0,1467
1733.76,1721.16,0.15,0.51,38.87,9.93,3.26,1118
1488.42,1346.93,0.0,0.57,24.56,2.73,4.68,1241
1204.13,1219.96,0.04,1.52,10.02,10.91,3.44,219
1052.91,1038.14,0.21,1.46,23.35,22.03,4.16,677
248.51,262.16,0.18,1.7,7.28,4.51,4.52,1942
707.07,729.71,0.12,1.31,27.21,15.12,4.69,1508
139.19,129.85,0.09,0.87,28.3,16.53,4.4,2275
804.93,892.15,0.0,1.04,22.89,11.47,4.39,1138
1440.92,1439.84,0.12,1.58,36.51,16.28,4.58,50
986.14,1026.93,0.35,0.55,8.25,7.05,4.17,2142
784.66,804.14,0.12,1.78,20.27,23.01,3.02,458
1449.84,1503.38,0.1,1.7,12.28,6.53,4.01,50
1342.68,1455.48,0.24,1.46,39.22,14.94,3.26,50
1953.7,1953.89,0.35,1.2,38.85,16.07,4.73,50
125.73,117.66,0.21,1.76,24.5,4.46,3.73,2132
509.25,510.28,0.29,1.09,14.85,9.69,3.41,1831
1015.15,1079.8,0.17,1.71,26.78,20.13,3.81,286
805.38,797.94,0.27,0.72,31.11,12.48,2.91,1369
1709.96,1733.5,0.16,0.62,28.4,24.47,4.85,1283
1707.76,1711.69,0.23,1.34,36.75,6.37,4.04,50
1639.82,1700.39,0.12,0.51,21.79,23.56,4.46,1476
485.75,502.26,0.13,1.4,31.25,10.38,4.35,1484
990.89,1033.3,0.06,0.5,19.21,5.02,3.83,1820
832.89,813.11,0.21,1.14,27.21,11.32,4.17,1307
867.17,832.19,0.02,1.65,26.63,20.43,4.86,650
1351.01,1317.5,0.07,1.78,39.33,14.48,3.96,50
1367.59,1461.66,0.16,0.93,33.11,18.56,3.86,873
999.89,977.93,0.08,1.22,22.73,13.38,4.93,1072
381.36,386.56,0.24,1.14,6.84,3.31,3.51,1740
718.47,705.49,0.21,1.3,8.52,11.3,4.16,1328
1307.21,1353.29,0.09,1.4,10.16,18.36,3.88,205
1421.1,1294.36,0.09,0.89,28.42,17.72,3.38,490
1100.21,1146.11,0.18,1.16,7.18,8.07,4.63,1236
1578.56,1603.6,0.02,1.21,28.17,5.75,3.58,50
675.3,675.39,0.25,1.13,9.97,19.7,4.85,1682
1071.27,1158.34,0.19,0.96,36.02,4.54,4.31,1278
1551.85,1613.92,0.17,0.73,28.53,22.46,3.97,1082
935.95,887.27,0.02,1.54,38.03,22.18,2.97,264
728.09,810.86,0.08,1.08,26.16,5.74,4.91,1591
1755.88,1765.26,0.11,1.12,5.64,22.49,4.91,220
1987.48,2039.31,0.33,0.51,12.61,10.18,4.05,1276
595.3,608.54,0.33,1.28,6.49,4.16,4.19,1968
1390.04,1467.53,0.32,0.56,38.33,13.93,4.75,1907
998.13,967.36,0.22,1.08,12.11,12.3,4.45,1482
1000.67,915.37,0.03,0.55,27.61,10.0,3.56,1586
1970.4,1978.1,0.31,1.72,22.28,7.56,3.62,50
1476.8,1594.93,0.33,1.58,12.94,16.23,4.83,316
1636.27,1667.76,0.01,1.45,11.04,18.05,3.28,50
547.99,533.99,0.21,1.47,18.35,20.78,3.9,1440
976.69,940.33,0.04,0.83,14.17,14.31,4.67,1491
1114.6,1147.0,0.32,1.78,13.58,21.24,3.87,478
1740.37,1788.28,0.35,0.78,18.4,10.21,4.1,1227
1280.4,1510.71,0.04,1.66,7.64,14.3,3.72,50
1983.39,2064.22,0.09,1.77,15.14,18.39,3.65,50
1175.49,1233.45,0.23,0.77,39.63,24.68,3.7,1187
966.27,975.81,0.32,1.28,36.85,23.27,3.22,1030
650.54,644.64,0.03,0.87,26.08,22.57,3.66,1290
1401.87,1476.05,0.15,1.63,18.33,6.97,4.59,50
569.37,589.0,0.11,1.17,11.37,19.68,3.32,1484
1665.58,1690.6,0.11,0.87,28.41,8.65,3.3,372
283.42,286.43,0.18,0.95,35.52,12.4,4.17,1918
604.21,648.59,0.19,1.69,36.0,11.82,4.46,1274
1637.25,1708.24,0.02,0.77,22.12,8.26,3.15,735
280.41,293.84,0.11,0.98,24.74,11.63,3.35,1683
215.66,228.86,0.25,0.93,32.71,5.62,3.61,1978
659.08,651.53,0.31,0.92,38.32,13.86,3.54,1528
1104.85,1192.05,0.1,0.58,35.38,18.34,3.92,1153
1139.33,1214.96,0.14,1.21,29.48,23.32,2.86,476
334.29,348.84,0.2,1.3,10.27,12.89,3.46,1829
1775.66,1960.22,0.13,1.73,14.08,19.08,4.57,50
1244.84,1203.85,0.29,1.66,31.91,4.28,4.06,83
760.2,816.2,0.11,1.32,14.54,21.13,4.46,1375
599.52,657.46,0.29,1.15,38.93,24.03,4.32,1650
207.17,215.69,0.01,0.86,16.15,6.64,3.6,1968
262.96,279.78,0.19,1.64,31.26,11.85,3.23,1799
431.73,470.98,0.09,1.6,22.42,22.77,3.02,1176
150.52,155.35,0.25,1.62,28.59,2.74,3.51,2126
1943.55,1884.42,0.11,1.1,34.57,15.29,3.31,50
245.65,224.28,0.01,0.79,19.58,13.16,4.64,1987
698.65,657.16,0.29,1.26,32.33,19.37,4.0,1357
1741.12,1707.99,0.14,1.23,39.07,12.19,4.38,50
709.03,741.78,0.04,1.6,15.37,4.98,4.68,1352
458.82,480.18,0.23,1.55,14.44,11.98,3.47,1683
1973.24,1890.22,0.14,0.86,32.46,11.59,4.75,507
1425.01,1285.86,0.15,0.95,10.4,4.66,3.04,661
665.81,614.45,0.14,1.58,20.02,11.69,3.28,922
346.78,320.05,0.34,1.62,34.68,6.62,4.32,2106
354.63,365.99,0.15,0.87,37.02,16.55,3.84,1948
1908.96,1843.81,0.23,0.84,25.82,18.31,2.87,350
1463.47,1533.62,0.25,1.77,19.41,10.3,3.72,50
1539.86,1639.93,0.2,0.83,38.96,24.3,4.18,851
1074.96,1158.76,0.29,0.61,24.57,5.55,3.38,1799
1732.95,1761.14,0.13,1.0,18.73,2.41,3.72,656
1169.48,1121.6,0.32,0.97,32.89,6.05,3.78,1159
1980.41,1901.42,0.35,0.84,24.44,4.21,3.9,708
1982.65,1799.12,0.14,0.54,18.31,9.07,4.7,1147
1053.84,1221.72,0.07,1.1,8.31,21.51,3.85,1227
954.71,997.92,0.34,0.74,24.6,20.66,3.37,1654
271.66,293.71,0.12,1.5,9.7,15.48,4.79,1963
1215.87,1274.85,0.13,1.19,32.54,24.71,3.81,497
1355.08,1387.23,0.02,1.36,15.23,17.25,4.08,348
1172.7,1224.87,0.05,1.61,37.89,24.62,2.96,50
1882.4,1865.35,0.05,0.82,26.0,2.15,3.18,326
324.29,362.55,0.27,0.68,32.71,15.92,3.99,2232
718.71,777.41,0.23,0.99,7.95,2.57,4.71,1948
719.62,704.39,0.31,1.53,24.98,8.34,3.85,1275
717.93,753.39,0.11,0.92,34.79,12.59,4.99,1651
1799.04,1887.48,0.07,1.61,38.27,16.71,3.53,50
1104.42,1096.9,0.3,1.36,9.19,23.34,2.84,713
1429.33,1418.42,0.07,0.71,13.33,3.57,4.72,1242
717.48,772.63,0.17,0.95,37.09,5.02,3.5,1594
1302.73,1342.93,0.16,1.71,11.38,2.23,3.29,128
454.93,467.88,0.11,0.69,18.63,10.42,4.09,1918
1759.61,1810.05,0.08,0.69,9.64,19.12,3.58,822
1581.07,1599.14,0.34,0.96,31.77,13.03,4.82,776
1405.83,1505.75,0.01,1.54,37.06,16.13,3.24,50
406.0,432.0,0.27,0.82,26.2,17.82,3.84,1910
753.87,838.79,0.2,1.56,30.77,15.25,3.86,1063
243.42,256.7,0.22,1.63,29.03,7.62,2.88,1668
156.99,169.46,0.31,1.78,9.59,15.87,3.73,2053
1341.54,1351.49,0.23,0.95,21.26,17.64,4.55,999
758.25,808.14,0.06,0.54,31.35,23.7,3.3,1581
211.86,230.23,0.21,0.57,29.47,20.24,4.12,2007
1714.26,1803.4,0.04,0.73,7.53,8.97,4.69,1227
1536.93,1508.68,0.18,0.68,6.59,5.07,3.37,1013
650.17,672.38,0.1,0.59,7.44,24.27,2.87,1514
1701.63,1898.07,0.17,1.38,5.27,17.77,3.78,50
430.36,456.16,0.25,1.15,13.33,10.56,4.89,1899
1494.99,1513.64,0.25,1.72,21.72,6.44,3.15,50
251.09,244.07,0.2,0.8,23.58,2.89,4.46,2338
612.73,642.85,0.21,1.49,15.86,16.49,3.84,1236
692.31,739.09,0.02,0.98,22.49,24.23,4.88,1531
1260.29,1267.33,0.12,1.19,25.76,22.17,4.05,440
1578.27,1603.43,0.32,0.59,38.9,5.56,4.81,1675
854.08,813.7,0.3,1.47,13.72,8.28,2.98,918
562.14,618.17,0.07,1.39,36.03,20.55,3.46,1227
393.73,410.93,0.29,1.1,18.07,9.39,4.84,2142
1966.12,1917.89,0.25,1.44,6.24,15.77,2.94,50
178.7,186.24,0.31,1.16,5.17,21.12,4.57,2162
912.98,909.93,0.15,1.26,32.67,19.93,3.52,916
1661.12,1613.09,0.11,0.94,21.14,2.24,4.57,798
1386.08,1493.74,0.15,0.77,37.77,15.35,3.07,858
596.74,595.7,0.14,1.7,6.86,11.16,3.14,1017
1271.49,1291.95,0.31,0.78,10.37,18.83,2.85,1132
128.02,121.22,0.0,0.85,30.05,7.87,4.0,2159
1983.89,2012.31,0.31,1.55,22.45,19.05,4.6,50
1844.36,1950.32,0.25,1.15,19.07,24.96,4.4,112
247.16,244.29,0.04,1.11,7.97,4.31,3.63,2122
1052.7,1071.93,0.32,0.97,11.6,19.76,4.98,1627
744.56,763.28,0.1,0.96,38.84,24.89,3.96,1240
1740.3,2010.77,0.15,1.79,34.25,16.16,3.95,50
1634.82,1691.07,0.25,1.37,27.86,22.36,4.79,169
321.41,283.99,0.18,1.56,5.17,23.33,3.94,1669
833.35,895.64,0.06,1.56,21.83,7.16,4.27,948
1791.73,1786.86,0.16,1.39,6.84,2.08,4.59,50
448.12,464.55,0.26,1.5,13.92,14.72,4.51,1935
407.14,412.39,0.16,1.68,5.6,9.59,2.86,1184
532.45,550.22,0.28,1.27,10.93,13.39,4.02,1884
1050.71,925.63,0.18,1.65,10.74,22.84,3.57,197
1826.14,1846.05,0.32,0.61,14.43,24.78,3.91,1374
1892.91,1884.77,0.33,0.82,6.63,23.36,3.35,536
1699.88,1847.74,0.23,0.99,17.31,10.0,3.97,500
305.78,307.12,0.11,0.84,31.47,5.9,3.79,1821
1566.61,1709.9,0.24,1.41,34.27,23.06,4.51,106
1509.15,1425.67,0.33,1.65,13.33,3.18,3.05,50
1379.18,1374.58,0.31,1.76,7.19,11.56,2.91,50
436.51,446.52,0.34,0.63,8.88,5.11,4.29,2388
568.61,571.65,0.26,1.07,28.78,22.14,4.03,1476
1576.01,1658.49,0.01,1.48,16.62,21.11,3.73,50
270.17,269.15,0.21,0.73,24.63,20.17,3.91,1962
847.7,837.42,0.32,1.54,31.99,7.08,4.48,1184
1834.59,1808.96,0.33,0.86,35.55,20.88,4.39,587
1371.63,1350.12,0.12,1.46,26.17,23.3,2.89,50
1035.44,992.38,0.31,1.33,11.44,2.8,3.75,1194
387.85,380.69,0.27,1.53,21.85,4.88,3.76,1709
315.28,305.0,0.1,0.67,10.9,18.5,3.32,1895
1857.95,2056.24,0.34,1.29,21.75,6.41,4.05,73
532.7,512.81,0.11,0.74,27.7,20.53,3.58,1602
1106.02,1125.22,0.17,1.48,37.8,24.98,3.62,116
1077.29,1158.69,0.05,1.37,26.22,13.28,4.31,668
1816.14,1966.29,0.24,1.46,37.62,10.29,4.99,50
1926.4,1948.81,0.09,1.41,18.54,19.08,4.1,50
1341.53,1467.7,0.19,1.24,26.76,14.26,4.24,682
259.78,284.09,0.25,1.29,30.26,16.48,3.26,1975
900.95,887.1,0.31,1.2,17.62,23.81,2.87,1005
134.83,139.09,0.12,0.75,29.75,5.87,3.99,2239
781.08,803.16,0.11,1.02,19.75,5.1,4.36,1461
807.33,907.29,0.27,1.53,23.1,3.88,4.77,1387
133.37,135.0,0.29,1.42,31.41,9.54,4.71,2231
892.25,873.49,0.08,1.06,30.76,3.27,4.42,1221
1060.85,962.74,0.2,1.11,29.07,14.1,3.2,950
151.86,168.03,0.21,1.11,17.95,23.23,4.29,2257
753.71,746.0,0.34,0.68,12.82,21.89,4.17,1809
589.45,642.07,0.31,0.93,17.29,22.96,3.17,1544
1473.21,1569.35,0.2,0.82,31.73,11.57,3.61,886
1869.81,1756.59,0.14,1.22,34.91,22.99,4.51,50
1097.81,1083.94,0.25,1.75,23.1,14.1,3.08,62
1042.02,1136.89,0.01,0.82,25.19,23.1,3.96,1065
1119.36,1097.99,0.19,1.66,39.78,22.34,4.48,85
1445.02,1547.82,0.1,1.07,21.25,17.27,3.7,525
740.97,782.45,0.11,0.69,23.27,4.06,3.61,1693
898.85,865.71,0.1,0.78,36.22,21.71,4.48,1368
1507.54,1687.2,0.01,0.74,30.57,9.69,3.25,901
455.91,495.62,0.34,1.31,31.13,2.15,4.27,2025
1496.05,1501.49,0.02,1.35,13.61,24.92,3.82,50
634.59,719.58,0.12,0.57,20.89,17.71,4.37,1650
1968.39,1880.64,0.13,1.74,15.16,8.73,3.95,50
1457.5,1484.31,0.14,1.47,15.26,14.53,4.97,309
364.85,352.1,0.29,1.02,11.7,9.48,2.84,1977
1693.79,1717.66,0.29,1.74,30.01,16.22,3.04,50
361.58,387.38,0.03,1.26,11.3,5.72,4.52,1977
1754.44,1773.51,0.12,1.7,29.99,4.61,4.15,50
1018.14,982.43,0.16,1.5,15.59,24.27,3.2,337
129.42,136.51,0.2,1.61,12.38,18.4,2.94,1781
879.45,855.52,0.33,1.28,19.44,14.19,3.18,980
737.52,775.61,0.18,0.52,5.31,18.02,4.75,2238
496.98,498.58,0.23,0.71,19.03,21.68,4.33,2063
1636.29,1760.24,0.01,1.61,20.62,5.25,4.29,50
545.86,559.8,0.09,0.65,34.29,11.17,4.2,1836
631.36,701.55,0.23,1.13,14.1,3.47,4.73,1846
145.33,155.05,0.29,0.84,6.8,6.66,3.15,2308
1942.01,1780.88,0.15,1.05,14.58,20.3,4.7,50
1420.35,1503.8,0.06,1.33,29.87,12.91,3.1,50
1654.85,1641.09,0.28,1.2,30.55,10.88,3.11,257
1447.59,1391.45,0.29,0.96,27.54,21.5,4.41,1003
882.45,869.47,0.1,1.08,16.45,20.01,4.17,1340
715.41,715.92,0.12,0.93,18.13,20.78,4.12,1561
1995.64,1988.41,0.34,1.11,24.04,2.56,3.31,148
1850.46,1810.4,0.17,0.82,19.28,6.51,4.93,751
1133.91,1049.64,0.28,1.01,10.81,6.56,4.73,1734
407.01,395.52,0.05,1.03,5.08,10.25,2.98,1642
1949.09,1933.45,0.27,1.38,14.06,9.48,3.22,50
1883.68,1805.87,0.23,1.55,18.74,20.49,3.39,50
1479.62,1472.24,0.13,1.72,26.1,5.55,4.18,50
1590.52,1501.01,0.07,1.26,21.76,18.37,3.5,50
216.63,225.34,0.29,1.7,36.21,16.87,4.99,2011
321.58,389.5,0.15,0.9,34.12,16.13,3.94,2131
686.33,722.59,0.27,1.63,25.48,10.37,4.58,1284
588.7,573.5,0.22,1.25,13.63,4.47,3.86,1670
349.48,358.22,0.13,1.65,31.24,6.71,3.73,1549
1459.03,1402.84,0.33,1.6,15.67,13.52,3.33,50
343.17,368.23,0.22,0.94,16.9,9.46,3.99,2187
1513.24,1600.51,0.27,0.8,24.66,8.57,3.56,995
214.63,234.21,0.18,0.72,14.22,5.43,3.81,2256
1039.45,1077.01,0.27,0.63,10.7,23.26,4.03,1918
402.43,395.31,0.08,1.69,11.58,7.94,3.09,1513
1177.91,1199.15,0.02,0.94,28.28,11.12,3.16,935
980.02,955.07,0.19,1.24,5.6,15.11,4.23,1125
672.51,702.13,0.22,0.6,27.0,7.62,3.85,2083
200.31,201.68,0.33,1.72,17.88,24.81,4.17,2061
898.18,956.5,0.18,1.6,6.23,8.04,3.72,889
1709.75,1624.52,0.26,1.31,35.46,11.25,4.16,50
1334.25,1284.08,0.03,1.42,39.23,8.77,3.85,50
264.95,275.49,0.18,1.17,22.42,20.5,4.04,2113
1476.31,1431.63,0.1,1.4,26.51,6.54,2.8,50
1555.37,1624.49,0.11,1.2,30.98,2.79,4.58,404
985.78,981.6,0.23,1.21,35.51,5.2,4.0,910
1798.67,1851.83,0.29,1.09,13.12,5.92,2.91,306
666.97,641.67,0.15,1.42,38.3,14.09,4.73,1316
1615.86,1535.16,0.05,1.78,11.5,9.46,4.69,50
1559.74,1605.97,0.08,1.03,33.97,9.33,4.66,506
1574.96,1416.22,0.32,1.42,37.48,13.55,3.8,50
959.97,1021.05,0.02,1.22,17.05,21.65,4.76,983
1304.84,1308.82,0.19,1.8,14.42,23.25,3.2,50
1202.27,1239.26,0.08,1.12,30.18,17.66,4.14,802
1395.84,1412.54,0.31,1.66,31.38,18.1,3.41,50
1376.07,1418.58,0.29,0.61,17.94,16.5,3.88,1458
161.87,155.1,0.26,1.63,14.65,14.33,4.07,2036
849.14,840.5,0.06,1.18,12.13,4.16,3.65,1253
1469.74,1553.29,0.32,1.0,23.72,14.78,3.77,986
1356.2,1405.7,0.03,1.53,26.76,4.29,3.96,82
1117.32,1057.85,0.06,0.59,32.35,4.82,4.59,1399
742.22,705.37,0.18,1.29,10.46,10.17,4.91,1519
591.29,584.48,0.05,0.88,7.45,2.94,3.21,1555
1295.58,1312.54,0.19,1.28,5.69,20.22,4.74,793
427.18,460.51,0.3,0.86,27.62,3.0,4.89,2500
